Overall,Potential,Value(in Euro),Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Wage(in Euro),Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,Attacking Work Rate_High,Attacking Work Rate_Low,Attacking Work Rate_Medium,Defensive Work Rate_High,Defensive Work Rate_Low,Defensive Work Rate_Medium
68,68,1300000,27,175,75,1682,364,500,1,4,4,1,82,67,61,68,30,56,61,68,51,63,60,67,63,68,58,70,82,82,73,60,74,67,48,70,56,70,38,20,63,58,65,58,24,32,37,5,7,7,8,7,67,67,67,67,67,67,68,68,62,68,55,49,55,52,42,52,15,0,0,1,0,0,1
68,68,875000,31,182,83,1719,376,3000,0,3,2,1,75,46,55,63,63,74,63,44,52,57,24,60,66,46,50,62,77,74,78,66,65,56,75,83,75,45,60,64,58,45,35,58,63,66,63,9,14,7,7,10,59,60,58,58,58,60,59,63,60,63,68,64,68,68,66,68,18,0,0,1,0,0,1
68,73,1700000,24,187,78,1761,394,1000,1,3,2,1,77,55,58,64,64,76,47,52,50,66,40,64,51,43,65,65,70,83,67,66,54,67,60,77,79,55,72,64,52,54,42,65,65,67,66,13,14,11,7,13,63,61,62,62,62,61,64,65,65,65,68,69,68,68,68,68,20,0,0,1,0,0,1
68,69,1300000,26,174,68,1758,386,5000,0,3,2,1,79,48,60,67,65,67,66,49,57,64,25,67,54,38,58,66,77,80,75,56,77,54,75,72,63,46,67,66,58,55,35,57,66,65,64,14,13,10,13,13,61,63,61,61,61,63,63,66,63,66,69,66,69,68,66,68,20,1,0,0,0,0,1
68,68,1200000,28,181,78,1925,400,5000,1,3,3,1,56,65,68,66,65,80,70,63,68,67,56,65,63,66,68,66,58,55,62,67,75,72,76,93,76,66,74,64,64,67,59,65,65,64,63,7,14,14,11,7,67,65,65,65,65,65,67,68,68,68,68,68,68,68,68,68,18,0,0,1,0,0,1
68,72,1700000,24,183,72,1747,372,5000,1,3,3,1,69,58,66,68,46,65,53,58,56,73,49,70,51,48,74,68,70,69,66,69,72,59,67,73,62,57,62,51,66,67,49,51,38,44,56,9,14,10,8,9,65,66,66,66,66,66,70,69,69,69,62,63,62,60,56,60,18,0,0,1,0,0,1
68,76,2500000,23,185,82,1589,338,6000,1,2,2,1,64,32,48,54,68,72,48,24,69,57,26,45,33,35,51,58,60,67,64,69,65,44,81,65,78,33,64,68,47,39,40,58,65,71,68,7,14,16,12,6,52,50,49,49,49,50,52,54,56,54,64,65,64,66,70,66,19,0,1,0,0,0,1
68,68,600000,32,193,76,1205,387,4000,1,3,1,1,69,67,71,67,48,65,14,13,15,43,13,14,13,11,48,23,50,45,54,64,52,53,57,28,62,15,28,23,14,63,11,61,17,11,12,69,67,71,65,67,32,30,32,32,32,30,37,34,38,34,29,34,29,29,29,29,68,0,0,1,0,0,1
68,68,1000000,30,188,82,1503,318,3000,1,3,2,1,45,34,52,47,68,72,47,28,73,64,14,36,30,40,65,53,47,44,57,60,50,52,72,53,82,35,73,67,19,34,49,65,67,70,62,14,6,16,9,15,47,43,42,42,42,43,47,48,54,48,59,65,59,62,68,62,19,0,0,1,0,0,1
68,72,1700000,25,183,82,1599,354,7000,1,4,3,1,79,66,49,70,27,63,38,69,70,60,64,73,45,50,37,72,76,81,67,62,66,66,64,72,74,60,25,18,64,48,59,57,35,15,16,9,6,10,14,14,70,65,67,67,67,65,65,65,57,65,49,44,49,46,42,46,18,1,0,0,0,0,1
68,68,1200000,27,180,75,1675,368,7000,0,3,2,1,76,36,63,62,62,69,72,36,61,64,26,64,54,34,58,62,75,77,64,59,49,35,71,71,70,34,65,64,63,65,37,49,58,64,66,8,10,14,11,14,57,62,59,59,59,62,63,66,63,66,68,65,68,68,66,68,18,0,0,1,0,0,1
68,78,2700000,22,181,70,1820,391,6000,0,3,3,1,77,66,62,70,47,69,58,67,63,71,65,69,58,48,58,73,76,78,76,59,67,73,81,84,63,62,64,49,70,58,45,58,44,43,45,10,15,5,10,13,70,68,69,69,69,68,70,70,67,70,63,60,63,61,57,61,19,0,0,1,0,0,1
68,72,1300000,26,180,80,1013,379,500,1,1,1,1,72,65,62,69,47,64,13,5,10,15,7,12,10,13,25,10,47,46,51,68,47,47,66,27,46,8,24,10,5,23,17,23,5,12,12,72,65,62,64,69,24,21,21,21,21,21,22,24,22,24,23,22,23,23,22,23,69,0,0,1,0,0,1
68,81,3000000,21,181,74,1641,353,6000,1,4,3,1,78,62,62,72,25,54,66,65,53,64,54,73,63,57,56,71,79,77,79,62,77,59,61,54,56,58,45,24,63,61,60,62,22,20,18,9,10,9,6,10,66,68,67,67,67,68,68,69,61,69,51,47,51,47,40,47,17,0,0,1,0,1,0
68,68,1300000,27,178,73,1772,380,9000,1,3,2,1,82,66,62,70,37,63,60,63,64,64,66,73,70,62,60,67,83,81,75,60,70,74,59,63,65,64,57,30,64,58,61,70,40,32,32,12,9,14,8,12,68,67,67,67,67,67,68,68,62,68,56,53,56,54,49,54,18,0,0,1,0,1,0
68,70,1300000,27,173,63,1911,399,4000,1,3,3,1,78,53,63,71,68,66,63,46,62,64,58,69,59,56,61,69,76,79,82,66,84,58,85,78,57,58,67,69,58,67,58,72,71,67,66,15,8,8,14,13,63,65,64,64,64,65,67,68,67,68,70,69,70,70,69,70,20,0,0,1,1,0,0
68,68,1100000,28,173,70,1702,364,4000,0,3,2,1,81,35,58,64,61,65,67,25,51,58,32,60,57,48,55,62,80,82,83,66,74,59,80,77,58,30,62,64,49,52,38,62,62,62,61,11,11,6,8,12,54,58,55,55,55,58,58,63,59,63,68,64,68,68,64,68,18,1,0,0,0,0,1
68,68,1000000,30,184,91,1597,355,6000,0,2,2,1,67,45,46,52,65,80,39,39,71,54,24,48,27,36,55,58,65,68,43,63,39,65,81,64,87,44,81,64,31,41,60,64,65,64,66,10,13,13,10,9,56,49,51,51,51,49,52,53,55,53,61,64,61,64,68,64,18,0,0,1,1,0,0
68,68,1000000,30,178,71,1820,390,5000,1,2,3,1,68,61,63,65,63,70,55,57,42,66,58,63,59,56,67,66,68,68,72,57,73,68,35,83,62,64,80,67,59,67,54,63,68,64,62,8,13,11,13,15,62,63,63,63,63,63,66,66,68,66,67,68,67,66,65,66,19,0,0,1,1,0,0
68,75,2300000,24,177,76,1777,382,1000,1,2,2,1,67,56,62,66,65,66,48,55,55,68,45,64,55,58,67,70,65,69,61,65,70,60,62,80,60,58,63,63,59,64,55,65,65,68,65,7,6,12,6,9,63,63,63,63,63,63,66,66,68,66,67,69,67,67,66,67,16,0,0,1,0,0,1
68,68,350000,35,175,70,1889,383,4000,0,2,3,1,48,66,63,65,66,75,64,59,67,64,66,65,58,65,65,66,48,48,54,64,71,77,79,68,74,70,86,68,64,61,72,70,66,66,64,11,6,7,15,11,66,62,63,63,63,62,65,64,67,64,66,68,66,66,68,66,18,0,1,0,1,0,0
68,68,1200000,28,186,75,1742,366,5000,1,3,2,1,68,69,52,65,33,79,41,69,65,55,70,64,52,57,49,66,67,69,65,66,72,72,87,82,81,70,68,25,69,59,58,65,32,34,12,15,16,12,12,11,68,63,66,66,66,63,65,64,61,64,50,51,50,48,49,48,21,0,0,1,0,1,0
68,69,1400000,27,191,80,1680,361,12000,1,3,3,1,63,67,57,65,31,78,49,68,69,63,58,63,43,39,53,71,62,63,55,65,63,76,75,69,89,58,64,25,68,66,69,63,31,26,24,11,9,14,8,14,69,64,66,66,66,64,67,65,62,65,51,52,51,48,49,48,19,0,0,1,0,1,0
68,77,2700000,21,178,65,1854,396,4000,1,3,3,1,69,56,67,69,65,70,61,52,48,72,55,67,63,55,69,70,69,69,74,67,78,65,56,78,68,57,67,68,60,65,48,70,68,67,64,9,11,9,12,13,64,65,64,64,64,65,68,69,70,69,70,71,70,69,67,69,19,0,0,1,1,0,0
68,70,1300000,27,190,84,1600,344,2000,1,3,2,1,51,34,54,59,67,79,48,28,66,63,38,55,44,28,59,63,53,50,58,63,58,52,72,76,83,28,72,66,30,50,32,63,67,67,66,13,14,14,14,10,51,50,50,50,50,50,54,56,59,56,64,68,64,65,70,65,20,0,0,1,0,0,1
68,68,550000,34,175,71,1849,384,5000,1,3,3,1,57,62,69,68,61,67,66,61,57,72,63,66,67,59,67,68,59,56,70,65,79,65,57,72,64,60,73,63,65,73,57,71,62,60,58,8,11,9,10,7,65,65,65,65,65,65,68,68,68,68,66,68,66,65,64,65,17,0,0,1,0,0,1
68,68,1000000,30,175,63,1820,377,5000,1,3,2,1,78,56,62,66,63,52,68,52,58,67,55,62,60,49,57,71,74,81,67,62,82,56,71,63,40,61,62,67,60,56,64,66,63,64,58,16,13,10,15,16,62,65,63,63,63,65,65,67,65,67,68,65,68,68,63,68,22,1,0,0,0,0,1
68,68,575000,34,176,70,1792,367,4000,1,4,3,1,68,64,67,72,36,60,60,58,60,70,68,75,75,68,66,70,68,68,70,65,73,71,72,55,60,65,65,30,68,68,71,70,50,22,25,16,8,6,16,10,68,68,68,68,68,68,68,68,65,68,54,54,54,51,49,51,20,0,0,1,0,1,0
68,73,1800000,23,183,76,1677,366,4000,1,4,2,1,82,64,49,66,31,74,40,66,69,59,55,64,60,32,40,67,80,84,72,63,69,71,72,69,74,56,79,19,69,48,63,58,20,36,31,14,9,8,7,12,70,64,65,65,65,64,64,64,57,64,51,49,51,50,49,50,18,0,0,1,0,0,1
68,68,400000,34,186,84,1625,328,4000,1,3,2,1,41,45,58,46,68,70,46,36,68,67,44,25,34,61,60,66,39,42,51,60,62,70,81,53,77,42,70,70,39,58,46,68,68,68,65,10,16,9,12,10,54,47,49,49,49,47,53,51,59,51,60,68,60,63,68,63,19,0,0,1,0,0,1
68,70,1000000,28,191,97,1051,379,6000,0,3,1,1,72,66,67,71,36,67,19,13,17,19,12,12,11,14,32,24,34,39,57,53,28,50,59,21,59,13,16,11,10,28,18,48,17,11,11,72,66,67,67,71,28,23,24,24,24,23,26,26,25,26,23,24,23,23,25,23,69,0,0,1,0,0,1
68,71,1600000,25,185,83,1798,382,6000,1,3,3,1,80,68,63,70,36,65,63,67,64,65,71,70,65,63,56,71,79,81,75,65,62,70,70,54,71,67,64,36,65,66,77,64,26,37,31,6,14,13,8,6,71,69,69,69,69,69,70,69,64,69,56,54,56,54,51,54,17,1,0,0,0,0,1
68,69,1200000,28,179,74,1774,370,6000,1,3,2,1,68,38,60,59,65,80,56,29,59,64,40,51,49,60,62,61,68,68,72,64,72,57,90,90,71,37,86,66,45,60,46,65,63,66,70,9,6,13,11,13,54,55,54,54,54,55,58,61,63,61,68,69,68,69,69,69,18,0,0,1,1,0,0
68,76,2300000,22,190,80,961,372,2000,1,2,1,1,68,67,65,70,35,67,10,7,11,22,6,8,10,8,20,12,34,37,33,63,29,49,48,20,65,6,20,10,7,40,12,28,16,11,10,68,67,65,67,70,25,20,22,22,22,20,24,23,24,23,22,24,22,22,24,22,69,0,0,1,0,0,1
68,68,1200000,28,171,70,1742,367,11000,1,4,4,1,85,61,63,75,35,48,58,56,38,66,62,76,70,68,62,71,87,84,88,60,83,66,59,51,41,67,59,46,60,58,67,69,34,30,27,9,12,7,13,7,64,68,67,67,67,68,68,68,63,68,56,53,56,53,45,53,18,0,0,1,0,1,0
68,68,1200000,28,171,69,1862,390,2000,1,2,2,1,67,59,69,67,57,71,75,53,48,78,52,62,58,52,67,72,68,66,73,68,85,68,74,81,67,65,67,67,59,57,55,50,51,58,59,14,13,10,10,10,64,66,64,64,64,66,68,68,68,68,68,68,68,68,64,68,20,0,0,1,0,0,1
68,77,2700000,23,184,78,1765,368,6000,1,2,3,1,68,70,65,67,30,68,64,71,65,61,62,68,74,72,62,67,70,66,67,62,73,74,71,73,70,70,56,38,65,69,60,56,19,25,23,15,8,7,11,7,70,67,67,67,67,67,68,68,64,68,53,52,53,50,46,50,18,0,0,1,0,0,1
68,68,130000,35,195,88,1052,364,3000,0,3,1,1,71,66,68,69,25,65,11,13,13,32,11,19,18,10,39,21,23,28,26,64,39,51,60,30,68,9,31,7,8,29,20,49,11,13,9,71,66,68,65,69,28,23,25,25,25,23,27,27,30,27,23,28,23,22,26,22,68,0,0,1,0,0,1
68,76,2700000,23,181,72,1673,350,21000,0,4,3,1,63,68,59,71,22,67,63,68,67,64,58,73,62,48,41,72,73,54,67,67,66,71,70,69,72,67,49,18,67,60,66,59,22,12,18,15,13,14,14,13,70,67,68,68,68,67,68,68,60,68,50,46,50,46,41,46,22,1,0,0,0,1,0
68,75,2400000,21,178,75,1789,400,3000,0,3,2,1,82,54,63,69,67,65,52,54,50,70,41,69,57,41,65,68,78,85,72,69,70,60,50,85,56,55,67,69,58,65,35,61,67,72,68,7,7,13,7,7,64,66,65,65,65,66,68,69,70,69,72,71,72,72,68,72,16,1,0,0,1,0,0
68,68,1000000,31,183,83,1674,360,12000,0,3,3,1,70,68,59,65,30,68,57,68,66,64,64,64,49,46,50,66,69,71,70,70,57,71,79,76,78,65,30,26,69,63,65,55,32,21,19,13,10,9,8,9,68,66,67,67,67,66,67,67,62,67,52,49,52,50,45,50,19,0,0,1,0,1,0
68,74,1900000,24,180,69,1709,378,4000,0,3,3,1,82,67,59,74,28,68,63,69,31,61,58,77,71,58,58,72,84,81,85,56,72,71,70,68,77,68,45,22,57,49,49,56,21,36,32,11,9,8,11,9,67,68,66,66,66,68,67,69,61,69,55,50,55,51,44,51,17,1,0,0,0,0,1
68,75,0,22,192,75,1700,370,0,0,4,2,1,74,45,59,61,63,68,65,37,55,62,57,61,64,42,62,65,68,79,59,60,49,50,62,76,69,52,58,62,57,49,35,52,63,65,64,13,6,14,11,9,58,60,58,58,58,60,60,64,62,64,68,65,68,67,65,67,17,0,0,1,0,0,1
68,68,1200000,28,178,75,1809,390,500,0,3,3,1,80,64,64,68,47,67,59,64,55,66,65,71,64,65,64,66,80,80,70,66,65,67,55,72,71,60,55,45,60,63,72,61,44,49,48,6,5,14,8,15,68,67,66,66,66,67,68,68,66,68,62,60,62,60,56,60,17,1,0,0,0,0,1
68,75,2200000,23,193,87,1522,342,5000,1,3,2,1,68,43,45,41,67,78,34,39,69,60,27,28,31,25,53,46,67,68,59,63,47,62,70,73,86,41,65,65,33,32,38,54,66,69,67,7,12,6,6,8,53,45,46,46,46,45,47,49,52,49,61,64,61,64,70,64,16,0,0,1,0,0,1
68,68,850000,31,181,73,1915,406,500,1,2,2,1,67,68,65,73,61,72,59,70,50,68,61,73,59,59,68,74,66,67,74,67,72,71,81,75,70,65,69,64,59,65,57,70,59,63,66,13,13,9,13,16,68,68,68,68,68,68,68,68,68,68,68,68,68,67,66,67,21,0,0,1,0,0,1
68,68,1200000,27,176,75,1807,385,7000,1,3,2,1,72,47,62,68,63,73,67,32,57,64,30,67,68,40,63,67,72,72,74,60,76,69,72,82,69,59,70,63,65,59,44,62,62,64,67,10,12,9,12,10,61,63,61,61,61,63,64,67,66,67,68,67,68,68,66,68,18,1,0,0,1,0,0
68,68,1300000,27,171,68,1675,353,6000,1,5,3,1,75,66,61,73,19,59,66,68,52,62,64,71,56,40,56,70,80,71,84,69,83,70,82,56,60,57,54,17,64,62,64,71,18,14,12,13,7,8,14,11,68,68,67,67,67,68,68,68,61,68,49,45,49,45,39,45,19,1,0,0,0,0,1
68,77,2700000,22,178,75,1718,382,6000,1,4,3,1,80,63,62,68,48,61,62,67,41,68,44,69,63,40,64,68,80,80,75,57,68,70,59,72,55,57,62,50,64,55,44,60,42,59,40,6,8,9,14,6,66,67,66,66,66,67,67,69,65,69,62,60,62,60,55,60,16,1,0,0,0,0,1
68,68,825000,31,183,80,1469,310,5000,1,3,2,1,32,37,45,51,68,77,32,34,71,61,24,42,22,32,51,62,33,32,53,59,52,49,74,68,83,36,75,58,32,35,40,62,72,71,62,9,14,10,8,13,50,44,45,45,45,44,49,48,54,48,58,65,58,60,68,60,18,0,0,1,0,0,1
68,71,1200000,27,181,80,1063,392,500,1,3,1,1,67,65,68,69,55,68,15,5,13,22,8,13,15,15,25,18,55,55,22,68,48,51,65,20,44,7,28,12,9,42,16,40,6,15,14,67,65,68,68,69,27,25,26,26,26,25,28,28,27,28,26,25,26,26,24,26,69,0,0,1,0,0,1
68,72,1700000,25,176,76,1901,416,7000,1,3,3,1,82,60,63,70,64,77,54,56,44,69,52,68,50,51,68,68,81,82,82,66,85,64,69,92,66,67,86,64,62,66,48,65,65,68,65,6,6,5,11,15,65,67,66,66,66,67,70,70,70,70,71,71,71,70,68,70,17,1,0,0,1,0,0
68,84,3100000,19,182,81,1637,348,11000,1,3,3,1,78,70,55,72,23,50,41,72,58,64,67,72,60,40,53,72,80,76,76,63,76,71,60,57,52,63,33,14,70,55,72,66,20,22,18,13,14,12,12,9,70,67,69,69,69,67,69,67,60,67,47,45,47,45,38,45,20,0,0,1,0,0,1
68,75,2400000,24,189,90,1670,371,11000,1,4,3,1,76,65,59,69,24,78,65,72,66,61,55,70,53,37,57,72,75,77,69,57,61,65,62,77,87,55,60,28,66,58,58,63,19,15,18,7,13,14,7,14,70,67,67,67,67,67,67,69,61,69,52,49,52,49,44,49,18,0,0,1,0,0,1
68,75,2400000,24,185,65,1769,375,12000,0,3,2,1,59,54,65,66,66,65,52,52,63,75,47,65,51,47,75,69,63,55,59,68,68,68,58,75,61,47,63,67,56,61,54,76,65,68,66,12,9,7,13,10,63,62,63,63,63,62,66,66,70,66,68,71,68,68,68,68,19,0,1,0,1,0,0
68,68,1200000,28,183,77,1635,343,16000,1,3,2,1,64,66,49,63,28,73,38,70,71,60,66,61,52,37,37,67,64,64,67,71,45,66,84,62,82,55,61,20,71,52,70,66,26,19,33,12,13,16,10,13,68,62,65,65,65,62,64,62,57,62,48,47,48,47,47,47,21,0,0,1,0,0,1
68,68,1200000,28,187,78,1728,378,2000,1,3,3,1,86,63,61,70,32,66,60,64,58,66,55,70,64,60,53,68,83,89,89,60,72,64,69,71,71,61,45,32,61,58,63,61,34,26,20,6,10,7,12,7,68,68,66,66,66,68,68,68,61,68,55,51,55,52,46,52,16,0,0,1,0,0,1
68,68,400000,33,194,84,1134,370,3000,1,3,1,1,64,68,60,72,39,67,14,19,19,35,12,12,11,13,34,13,42,34,44,61,52,45,43,32,60,14,32,22,10,61,25,59,13,13,18,64,68,60,67,72,29,26,28,28,28,26,32,30,33,30,27,31,27,27,28,27,68,0,0,1,0,0,1
68,79,2500000,19,175,68,1757,375,2000,1,3,3,1,77,53,63,66,62,54,66,48,40,64,48,65,61,53,61,67,76,77,72,62,73,60,63,72,44,56,55,66,55,64,52,57,63,63,65,13,9,7,6,11,59,64,62,62,62,64,65,67,65,67,69,65,69,68,61,68,17,0,0,1,0,0,1
68,68,1200000,26,188,82,1816,381,9000,1,3,2,1,63,54,60,64,68,72,58,47,73,69,56,57,73,61,58,77,62,63,64,66,49,72,60,56,81,49,70,73,57,43,64,63,71,58,71,14,10,13,8,13,65,60,61,61,61,60,62,63,63,63,68,68,68,68,68,68,19,0,0,1,0,0,1
68,78,2600000,19,184,74,1578,342,3000,0,3,2,1,68,68,51,63,23,69,43,70,68,59,63,66,44,41,50,63,67,68,56,66,57,67,73,70,82,65,32,16,69,50,68,62,20,19,17,8,11,10,10,10,70,62,65,65,65,62,64,63,58,63,46,44,46,44,41,44,18,1,0,0,0,0,1
68,68,500000,35,183,76,1799,390,4000,1,3,4,1,77,66,63,69,48,67,64,66,55,63,65,70,68,61,57,68,79,76,68,65,67,69,41,60,77,66,55,41,63,64,67,65,50,51,43,14,15,8,9,14,68,68,67,67,67,68,68,68,64,68,60,58,60,59,56,59,20,0,0,1,0,0,1
68,68,1000000,30,181,78,1729,377,2000,1,4,3,1,77,46,57,63,65,69,64,42,64,59,39,63,50,38,55,63,75,79,64,64,66,55,70,75,68,47,65,63,51,56,41,60,66,66,65,7,9,14,11,15,59,60,59,59,59,60,61,64,62,64,68,65,68,68,67,68,19,0,0,1,0,0,1
68,77,2700000,22,174,76,1595,341,5000,0,2,3,1,71,68,50,71,23,58,39,67,54,58,61,71,60,40,46,73,69,73,67,73,72,78,59,63,60,63,44,23,69,51,68,66,16,21,17,8,7,6,8,11,70,65,68,68,68,65,67,65,59,65,48,46,48,45,40,45,17,0,0,1,0,0,1
68,68,1300000,27,186,76,1856,397,500,1,4,3,1,66,71,69,67,55,69,65,73,59,71,70,67,72,67,68,69,62,69,67,59,54,71,70,71,73,69,58,59,68,71,71,67,55,52,50,5,5,7,5,4,68,68,68,68,68,68,68,68,68,68,64,65,64,63,61,63,13,0,0,1,0,0,1
68,69,1400000,26,188,78,1734,367,22000,1,3,3,1,73,65,63,69,31,66,64,66,64,65,62,69,65,64,63,70,74,72,70,65,70,67,67,65,72,61,53,30,65,60,62,59,29,24,22,7,9,16,16,6,69,67,67,67,67,67,68,69,63,69,53,52,53,51,46,51,18,1,0,0,0,1,0
68,71,1400000,26,188,76,1545,342,5000,1,3,2,1,63,30,48,58,68,75,28,32,66,64,24,55,22,28,55,62,61,65,58,64,62,38,80,81,76,16,66,66,40,45,34,55,68,69,67,10,6,12,11,14,52,50,51,51,51,50,54,56,59,56,64,67,64,66,70,66,18,0,0,1,1,0,0
68,68,1200000,28,163,64,1910,396,6000,1,3,3,1,74,57,67,71,63,64,64,49,52,68,59,67,65,64,67,70,75,73,81,64,90,68,68,87,50,66,71,65,62,67,48,73,64,65,63,9,11,15,14,9,63,66,65,65,65,66,68,68,68,68,68,68,68,68,65,68,19,0,0,1,1,0,0
68,77,2700000,21,176,68,1754,374,14000,1,4,4,1,82,66,66,76,27,57,61,67,52,68,58,76,69,52,65,73,85,79,84,69,87,70,72,71,51,63,52,28,68,69,50,67,18,27,22,10,10,11,11,6,70,72,71,71,71,72,73,73,67,73,55,52,55,51,42,51,18,1,0,0,0,0,1
68,74,1900000,24,179,67,1767,376,6000,0,3,3,1,66,61,71,70,46,62,68,62,47,76,53,72,66,64,72,69,67,65,73,62,69,66,63,61,64,57,58,38,64,69,56,64,41,52,53,14,7,5,5,9,65,68,67,67,67,68,71,70,68,70,61,61,61,59,55,59,16,1,0,0,0,0,1
68,71,1400000,27,182,80,1503,323,500,1,3,2,1,61,29,45,49,69,70,30,25,66,64,31,32,31,30,52,65,62,61,60,62,55,39,74,65,73,26,66,68,28,31,38,56,67,74,68,13,13,12,7,15,48,45,45,45,45,45,49,49,54,49,62,66,62,65,70,65,20,0,1,0,0,0,1
68,68,0,32,183,78,1684,361,0,1,3,2,1,70,39,57,60,67,68,68,34,67,67,33,56,45,30,44,60,69,70,72,64,68,42,71,69,62,43,80,64,56,49,53,62,64,69,71,9,13,7,9,6,56,58,56,56,56,58,59,61,59,61,68,65,68,68,68,68,17,0,0,1,1,0,0
68,83,2900000,20,179,74,1794,380,7000,0,3,2,1,69,61,69,70,50,61,54,58,41,74,42,70,68,72,72,72,70,68,70,52,83,68,62,74,59,65,50,52,63,73,51,70,45,55,53,13,9,12,13,11,63,66,66,66,66,66,70,69,70,69,62,63,62,60,56,60,18,1,0,0,0,0,1
68,68,1000000,30,191,73,1720,360,4000,1,3,2,1,52,48,59,59,69,73,61,40,68,62,49,53,43,33,65,64,43,59,60,65,64,60,71,73,75,53,69,74,52,59,42,70,70,65,64,13,12,13,12,14,58,56,56,56,56,56,59,60,64,60,67,68,67,67,68,67,21,0,0,1,1,0,0
68,73,1800000,23,193,79,1818,381,6000,1,3,2,1,58,69,66,66,56,66,58,71,72,70,68,66,67,62,68,69,53,62,62,69,52,72,59,72,68,67,57,53,72,66,52,68,48,61,52,5,13,14,12,6,71,66,68,68,68,66,70,68,70,68,63,65,63,62,62,62,18,0,0,1,1,0,0
68,68,1200000,28,172,63,1794,382,500,1,3,3,1,86,70,64,69,30,63,63,74,60,63,55,71,65,70,60,60,90,83,83,64,90,65,71,71,65,68,45,23,68,70,75,63,44,15,14,9,8,11,12,9,68,68,68,68,68,68,68,68,63,68,53,49,53,50,43,50,18,1,0,0,0,1,0
68,68,1200000,29,183,75,1779,399,3000,1,3,4,1,92,61,57,70,45,74,60,60,59,63,40,72,50,40,57,64,91,92,78,60,84,72,91,85,85,59,30,25,64,49,52,58,48,51,48,7,13,9,9,12,68,67,66,66,66,67,66,68,62,68,62,55,62,60,55,60,18,1,0,0,0,1,0
68,85,3100000,19,179,70,1653,364,5000,0,3,3,1,86,61,58,71,29,59,57,62,58,58,53,72,64,57,55,71,87,86,82,62,63,62,58,67,67,60,28,17,60,62,57,62,23,35,27,7,14,7,6,9,67,68,66,66,66,68,68,69,61,69,53,48,53,51,43,51,17,1,0,0,0,0,1
68,81,2800000,20,180,73,1687,368,7000,0,3,2,1,72,47,58,65,65,61,67,45,60,63,31,65,60,38,50,64,76,69,73,66,68,63,57,66,62,40,55,64,50,50,40,55,62,68,67,14,10,8,6,10,60,61,59,59,59,61,61,64,61,64,68,64,68,68,65,68,18,1,0,0,0,0,1
68,72,1600000,24,185,75,1790,376,4000,1,4,2,1,55,54,64,62,65,76,57,50,60,67,43,61,60,56,68,63,57,54,61,64,64,65,70,82,72,52,79,64,58,64,51,68,65,67,67,9,9,13,11,7,61,59,60,60,60,59,63,64,67,64,67,69,67,67,68,67,17,0,0,1,1,0,0
68,75,2500000,22,190,85,1567,347,6000,0,4,2,1,68,67,55,61,24,72,45,70,70,67,64,58,42,47,32,68,62,72,57,60,47,65,61,57,85,60,60,18,71,67,72,67,15,23,15,7,12,6,7,5,70,63,66,66,66,63,66,63,58,63,46,45,46,44,44,44,15,0,0,1,0,0,1
68,72,1300000,27,181,71,971,373,750,0,3,1,1,71,68,70,68,28,68,11,9,13,18,5,6,14,10,23,10,27,29,24,51,39,53,42,27,62,9,30,11,8,40,25,45,5,12,13,71,68,70,68,68,24,17,20,20,20,17,22,21,23,21,20,23,20,20,23,20,69,0,0,1,0,0,1
68,69,1100000,28,186,77,1454,318,6000,1,3,2,1,50,32,50,51,68,67,28,25,76,72,22,40,34,27,53,67,45,54,51,58,35,58,68,49,74,24,72,60,23,43,35,55,66,71,70,14,13,8,11,8,50,45,47,47,47,45,51,49,56,49,59,66,59,62,69,62,18,0,0,1,0,0,1
68,68,1300000,27,171,64,1887,392,12000,1,4,3,1,71,67,66,72,53,63,66,66,50,68,63,74,70,70,66,68,75,68,80,61,86,71,85,74,61,66,48,55,61,61,66,64,49,58,49,12,6,12,11,11,67,68,67,67,67,68,68,68,67,68,65,62,65,63,58,63,18,1,0,0,0,0,1
68,68,1200000,28,167,70,1892,395,3000,1,4,3,1,71,67,69,73,46,69,67,61,36,76,56,70,69,70,66,75,74,69,81,70,86,78,70,69,72,73,59,65,59,60,68,58,26,57,48,13,12,8,13,16,67,68,68,68,68,68,68,68,68,68,66,65,66,63,57,63,21,0,0,1,0,0,1
68,68,600000,32,190,81,1262,385,6000,1,1,1,1,66,67,64,69,50,69,15,15,13,24,15,17,18,20,41,20,51,49,47,63,53,48,59,38,65,17,38,26,18,63,24,62,29,20,21,66,67,64,69,69,31,29,31,31,31,29,34,33,35,33,31,35,31,32,33,32,68,0,0,1,0,0,1
